"paperID","Article.Title","DOI","Pub_Year","Source.Title","Authors","latitude_site_decimal","longitude_site_decimal","Open_access","Data_access","survey","tot_area","BIOME_NAME","ECO_NAME","biome_keep","area_keep","district_keep","cor.lat","cor.long","cor.country","dists","tot.auth","prop.India"
"A1115","Assessment of Biomass and Carbon Stocks in Mangroves of Thalassery Estuarine Wetland of Kerala, South West Coast of India","https://doi.org/10.2112/SI86-031.1",2019,"JOURNAL OF COASTAL RESEARCH","Vinod, K; Asokan, PK; Zacharia, PU; Ansar, CP; Vijayan, G; Anasukoya, A; Koya, VAK; Nikhiljith, M",11.12,75.83,"n","y","plot-based or transects",0.0016,"Mangroves","Indus River Delta-Arabian Sea mangroves",1,1,1,11.2822586,75.7697399,"India",19.22,8,1
"A1147","Assessment of above- and belowground carbon pools in a semi-arid forest ecosystem of Delhi, India","https://doi.org/10.1186/s13717-019-0163-y",2019,"ECOLOGICAL PROCESSES","Meena, A; Bidalia, A; Hanief, M; Dinakaran, J; Rao, KS",28.633333,77.533333,"y","n","plot-based or transects",0.004,"Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests",1,1,1,26.9071788,75.8159053,"India",256,5,1
"A1158","Structure and regeneration status of mangrove patches along the estuarine and coastal stretches of Kerala, India","https://doi.org/10.1007/s11676-018-0600-2",2018,"Journal of Forestry Research","George, Grinson; Krishnan, P.; Mini, K.G.; Salim; S.S.; Ragavan, P.; Tenjing, S.Y.; Muruganandam, R.; Dubey, S.K.; Gopalakrishnan, A.; Purvaja, R.; Ramesh, R",10.83,75.91,"unsure","n","plot-based or transects",0.0219,"Mangroves","Malabar Coast moist forests",1,1,0,11.2822586,75.7697399,"India",52.63,11,1
"A1166","Tree species diversity, distribution and soil nutrient status along altitudinal gradients in Saptasajya hill range, Eastern Ghats, India","https://doi.org/10.6165/tai.2019.64.28",2019,"TAIWANIA","Sahu, SC; Pani, AK; Mohanta, MR; Kumar, J",20.95,85.9,"unsure","n","plot-based or transects",0.003,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,21.9297768,86.7658561,"India",141.23,4,1
"A1183","Assessment of biomass and net primary productivity of a dry tropical forest using geospatial technology20","https://doi.org/10.1007/s11676-018-0607-8",2019,"JOURNAL OF FORESTRY RESEARCH","Thakur, TK; Swamy, SL; Bijalwan, A; Dobriyal, MJR",21.24,82.23,"y","n","plot-based or transects",0.004,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,16.4649199,80.5083236,"India",561.63,4,1
"A1195","Aboveground Tree Carbon Stocks Along a Disturbance Gradient in Wet Tropical Forests of South Assam, India","https://doi.org/10.1007/978-981-13-8249-9_6",2019,"TROPICAL ECOSYSTEMS: STRUCTURE, FUNCTIONS AND CHALLENGES IN THE FACE OF GLOBAL CHANGE","Borah, N; Athokpam, FD; Das, AK; Garkoti, SC",24.6086,92.75027778,"n","n","plot-based or transects",0.013,"Tropical & Subtropical Moist Broadleaf Forests","Mizoram-Manipur-Kachin rain forests",1,1,1,28.5433333,77.1805556,"India",1609.34,5,1
"A1201","Floral diversity, composition, and recruitment on the karstland of Baratang Island, India","https://doi.org/10.1016/j.ecocom.2018.11.002",2019,"ECOLOGICAL COMPLEXITY","Mane, AM; Prabakaran, N; Manchi, SS",12.116667,92.783333,"y","y","plot-based or transects",0.0103,"Tropical & Subtropical Moist Broadleaf Forests","Andaman Islands rain forests",1,1,1,19.0759837,72.8776559,"India",2268.29,5,1
"A1202","NESTING TREE PREFERENCE OF MALABAR PIED HORNBILL (ANTHRACOCEROS CORONATUS) IN PILLUR VALLEY, WESTERN GHATS, SOUTHERN INDIA","https://doi.org/10.24189/ncr.2019.040",2019,"NATURE CONSERVATION RESEARCH","Girikaran, P; Samson, A; Ramakrishnan, B; Ramasubramanian, S",11.067,76.85,"y","n","plot-based or transects",0.000883572933822129,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,13.0300493,80.2421383,"India",429.08,4,1
"A1205","A comparative assessment of tree diversity, biomass and biomass carbon stock between a protected area and a sacred forest of Western Odisha, India","https://doi.org/10.1080/11956860.2019.1586118",2019,"Ecoscience","Pradhan, Antaryami; Ormsby, Alison A.; Behera, Niranjan",21.69,84.67,"unsure","n","plot-based or transects",0.016,"Tropical & Subtropical Dry Broadleaf Forests","North Deccan dry deciduous forests",1,1,1,24.7522876,93.9280425,"India",1006.28,5,0.8
"A1212","Assessment of eco-diversity status of Homalomena aromatica (Spreng.) Schott and its habitat in tropical forest of Indian Eastern Himalaya","https://doi.org/10.14719/pst.2019.6.2.435",2019,"PLANT SCIENCE TODAY","Ronald, K; Gajurel, PR; Singh, B",27.69,94.92,"y","n","plot-based or transects",0.018,"Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests",1,1,1,27.1178324,93.7485874,"India",132.13,3,1
"A1214","Diversity, population structure, and regeneration potential of tree species in five sacred forests of western Odisha, India","https://doi.org/10.1080/11956860.2018.1522148 ",2018,"ECOSCIENCE","Pradhan, A; Ormsby, A; Behera, N",21.6589786,84.277323,"n","n","plot-based or transects",0.072,"Tropical & Subtropical Dry Broadleaf Forests","North Deccan dry deciduous forests",1,1,1,24.7522876,93.9280425,"India",1045.37,4,0.75
"A1216","Phylogenetic diversity in the Western Ghats biodiversity hotspot reflects environmental filtering and past niche diversification of trees","https://doi.org/10.1111/jbi.13464",2019,"JOURNAL OF BIOGEOGRAPHY","Bose, R; Ramesh, BR; Pelissier, R; Munoz, F",14,75,"n","n","plot-based or transects",NA,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,0,1,43.610769,3.876716,"France",7434.63,8,0.5
"A1219","Drivers of elevational richness peaks, evaluated for trees in the east Himalaya","https://doi.org/10.1002/ecy.2548",2019,"ECOLOGY","Rana, SK; Gross, K; Price, TD",27.24,88.65,"n","n","plot-based or transects",0.049928,"Tropical & Subtropical Coniferous Forests","Himalayan subtropical pine forests",1,1,1,41.7915946,-87.6022845,"United States of America",12343.27,3,0.333333333333333
"A1230","Biomass and carbon stock estimation across the timberline of Khangchendzonga National Park, Eastern Himalaya, India","https://doi.org/10.6165/tai.2018.63.311",2018,"TAIWANIA","Rai, S; Pandey, A; Badola, HK",27.43472,88.655,"unsure","n","plot-based or transects",0.0125,"Montane Grasslands & Shrublands","Eastern Himalayan alpine shrub and meadows",1,1,1,27.3313512,88.6138113,"India",12.21,4,1
"A1232","Multiple facets of rarity among rain forest trees in the Western Ghats of India","https://doi.org/10.1016/j.biocon.2018.10.014",2018,"BIOLOGICAL CONSERVATION","Davidar, P; Munoz, F; Puyravaud, JP; Mohandass, D; Ramachandran, VS",12,76,"y","n","plot-based or transects",0.0612,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,12.0182619,79.8568461,"India",419.95,7,0.857142857142857
"A1244","Timberline structure and woody taxa regeneration towards treeline along latitudinal gradients in Khangchendzonga National Park, Eastern Himalaya","https://doi.org/10.1371/journal.pone.0207762",2018,"PLOS ONE","Pandey, A; Badola, HK; Rai, S; Singh, SP",27.48396667,88.14868333,"y","n","plot-based or transects",0.0125,"Montane Grasslands & Shrublands","Eastern Himalayan alpine shrub and meadows",1,1,1,27.3313512,88.6138113,"India",49.01,5,1
"A1249","Impact of anthropogenic disturbance on species diversity and vegetation structure of a lowland tropical rainforest of eastern Himalaya, India","https://doi.org/10.1007/s11629-017-4713-4 ",2018,"JOURNAL OF MOUNTAIN SCIENCE","Gogoi, A; Sahoo, UK",27.2627061,95.4741476,"y","y","plot-based or transects",0.006,"Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests",1,1,1,23.7364942,92.6642456,"India",483.47,2,1
"A1260","Microenvironmental heterogeneity caused by anthropogenic LULC foster lower plant assemblages in the riparian habitats of lentic systems in tropical floodplains","https://doi.org/10.1016/j.scitotenv.2018.05.249",2018,"SCIENCE OF THE TOTAL ENVIRONMENT","Rajbongshi, P; Das, T; Adhikari, D",24.74166667,92.76694444,"y","n","checklist",0.0012,"Tropical & Subtropical Moist Broadleaf Forests","Mizoram-Manipur-Kachin rain forests",1,1,1,24.6849545,92.7511682,"India",6.51,3,1
"A1271","Species richness, productivity and quality assessment of grassland resources in hill agroecosystem of western Himalaya","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3755756",2018,"INDIAN JOURNAL OF ANIMAL SCIENCES","Devi, I; Radotra, S; Rams, A; Singh, JP; Deb, D; Roy, MM; Srivastava, M; Kumar, P; Ahmad, S; Chaurasia, RS",32.30907778,75.87624444,"y","n","checklist",0.0018,"Tropical & Subtropical Coniferous Forests","Himalayan subtropical pine forests",1,1,1,25.5040404,78.5430535,"India",800.77,20,1
"A1282","The easternmost timberline of the Indian Himalayan region: A socio- ecological assessment","no DOI (manual)",2018,"TROPICAL ECOLOGY","Dutta, PK; Sundriyal, RC",27.38,92.19,"y","n","plot-based or transects",0.01,"Temperate Conifer Forests","Eastern Himalayan subalpine conifer forests",1,1,1,29.6397855,79.623088,"India",1254.07,2,1
"A1285","A case for reconsidering the conservation status of former Closed Areas in arid landscapes of western India","https://doi.org/10.1016/j.jnc.2018.07.006",2018,"JOURNAL FOR NATURE CONSERVATION","Bhattacharjee, S; Kidwai, Z; Bhattarai, S; Bajpai, H; Reddy, GV; Yessoufou, K",26.68,72.89,"n","n","plot-based or transects",0.503,"Deserts & Xeric Shrublands","Thar desert",1,1,1,-26.2041028,28.0473051,"South Africa",7600.2,8,0.375
"A1286","Quantifying carbon stocks in shifting cultivation landscapes under divergent management scenarios relevant to REDD","https://doi.org/10.1002/eap.1764",2018,"ECOLOGICAL APPLICATIONS","Borah, JR; Evans, KL; Edwards, DP",25.8,94.46,"y","y","plot-based or transects",0.0108,"Tropical & Subtropical Coniferous Forests","Northeast India-Myanmar pine forests",1,1,1,53.3817753,-1.4870614,"United Kingdom",8117.54,3,0
"A1308","Woody plant diversity in relation to environmental factors in a seasonally dry tropical forest landscape","https://doi.org/10.1111/jvs.12652",2018,"JOURNAL OF VEGETATION SCIENCE","Dattaraja, HS; Pulla, S; Suresh, HS; Nagaraja, MS; Murthy, CAS; Sukumar, R",11.6,76.51,"n","n","plot-based or transects",0.19,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,0,1,13.0140114,77.565762,"India",194.84,10,1
"A1310","Breeding biology of Great Hornbill Buceros bicornis in tropical rainforest and human-modified plantation landscape in Western Ghats, India","https://doi.org/10.2326/osj.17.205",2018,"ORNITHOLOGICAL SCIENCE","Pawar, PY; Naniwadekar, R; Raman, TRS; Mudappa, D",10.32,76.945,"n","n","plot-based or transects",0.089,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,12.3309526,76.6320163,"India",226.45,5,1
"A1316","Retrieval of forest biomass for tropical deciduous mixed forest using ALOS PALSAR mosaic imagery and field plot data","https://doi.org/10.1016/j.jag.2018.03.007",2018,"INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION","Ningthoujam, RK; Joshi, PK; Roy, PS",28.5,80.666667,"n","n","plot-based or transects",0.0164,"Tropical & Subtropical Grasslands, Savannas & Shrublands","Terai-Duar savanna and grasslands",1,1,1,28.5398035,77.1664047,"India",342.38,3,0.666666666666667
"A1317","Functional trait and community phylogenetic analyses reveal environmental filtering as the major determinant of assembly of tropical forest tree communities in the Western Ghats biodiversity hotspot in India","https://doi.org/10.1186/s40663-018-0144-0",2018,"FOREST ECOSYSTEMS","Shivaprakash, KN; Ramesh, BR; Umashaanker, R; Dayanandan, S",14.66666668,74.45833335,"y","y","plot-based or transects",0.96,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats moist deciduous forests",1,0,1,13.0716618,77.6484903,"India",387.79,7,0.428571428571429
"A1335","Effect of altitude and climate in shaping the forest compositions of Singalila National Park in Khangchendzonga Landscape, Eastern Himalaya, India","https://doi.org/10.1016/j.japb.2018.01.012",2018,"JOURNAL OF ASIA-PACIFIC BIODIVERSITY","Sinha, S; Badola, HK; Chhetri, B; Gaira, KS; Lepcha, J; Dhyani, PP",27.03,88.03,"y","n","plot-based or transects",0.01,"Temperate Broadleaf & Mixed Forests","Himalayan subtropical broadleaf forests",1,1,1,30.3301968,78.0135673,"India",1044.43,7,1
"A1348","Phylogenetic diversity patterns in Himalayan forests reveal evidence for environmental filtering of distinct lineages","https://doi.org/10.1002/ecs2.2157",2018,"ECOSPHERE","Shooner, S; Davies, TJ; Saikia, P; Deka, J; Bharali, S; Tripathi, OP; Singha, L; Khan, ML; Dayanandan, S",27.06,93.37,"y","n","plot-based or transects",0.176,"Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests",1,1,1,45.5026777,-73.5809999,"Canada",11852.4,17,0.529411764705882
"A1352","Phytosociological analysis of Myristica swamp forests of Kulathupuzha, Kerala, India","https://doi.org/10.18520/cs/v114/i08/1687-1696",2018,"CURRENT SCIENCE","Roby, TJ; Jose, J; Nair, PV",8.875,77,"unsure","n","plot-based or transects",0.031,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,31.637656,74.8258562,"India",2543.89,3,1
"A1398","Automatic estimation of tree stem attributes using terrestrial laser scanning in central Indian dry deciduous forests",NA,2018,"Current Science","Reddy, Suraj; Rakesh; Jha, C.S; Rajan, K.S",21.85,77.41,"n","n","plot-based or transects",0.00502654824574367,"Tropical & Subtropical Dry Broadleaf Forests","Narmada Valley dry deciduous forests",1,1,1,15.9128998,79.7399875,"India",704.96,4,1
"A1419","FOREST STOCK ASSESSMENT USING IRS1C DATA AND PRINCIPAL COMPONENT ANALYSIS OF KALSI SOIL CONSERVATION DIVISION, DEHRADUN (INDIA)","https://doi.org/10.1117/12.2325115",2018,"Remote Sensing for Agriculture, Ecosystems and Hydrology","Srivastava, Prateek; Birman II, Santosh; Pandey III, Shachi",30.41,77.78,"n","n","plot-based or transects",0.059989464,"Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests",1,1,1,30.3438262,77.9978107,"India",22.18,3,1
"A1431","Variation of stem density and vegetation carbon pool in subtropical forests of Northwestern Himalaya","https://doi.org/10.1080/10549811.2017.1416641",2018,"JOURNAL OF SUSTAINABLE FORESTRY","Banday, M; Bhardwaj, DR; Pala, NA",30.53861111,76.44722222,"n","n","plot-based or transects",0.0149784,"Deserts & Xeric Shrublands","Aravalli west thorn scrub forests",1,1,1,31.2194893,76.9815877,"India",91.39,3,1
"A1439","Geospatial technology based diversity and above ground biomass assessment of woody species of West Kameng district of Arunachal Pradesh","https://doi.org/10.1080/21580103.2018.1452797",2018,"FOREST SCIENCE AND TECHNOLOGY","Kashung, Y; Das, B; Deka, S; Bordoloi, R; Paul, A; Tripathi, OP",27.25,92.41667,"y","n","plot-based or transects",0.0405,"Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests",1,1,1,27.1262059,93.7390674,"India",131.67,6,1
"A1446","Environment and dispersal influence changes in species composition at different scales in woody plants of the Western Ghats, India","https://doi.org/10.1111/jvs.12586",2018,"JOURNAL OF VEGETATION SCIENCE","Page, NV; Shanker, K",14,76,"y","n","plot-based or transects",0.0975,"Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests",1,1,1,13.0140114,77.565762,"India",201.91,2,1
"A1453","Ecosystem carbon sequestration through restoration of degraded lands in Northeast India","https://doi.org/10.1002/ldr.2816",2018,"LAND DEGRADATION & DEVELOPMENT","Brahma, B; Pathak, K; Lal, R; Kurmi, B; Das, M; Nath, PC; Nath, AJ; Das, AK",24.7,92.75,"n","unsure","plot-based or transects",0.0039992976,"Tropical & Subtropical Moist Broadleaf Forests","Mizoram-Manipur-Kachin rain forests",1,1,1,24.6849545,92.7511682,"India",1.68,8,0.875
"A1456","Tree species composition and population structure of a secondary tropical evergreen forest in Cachar district, Assam","no DOI (manual)",2018,"JOURNAL OF ENVIRONMENTAL BIOLOGY","Borogayary, B; Das, AK; Nath, AJ",24.59,92.73,"n","n","plot-based or transects",0.01,"Tropical & Subtropical Moist Broadleaf Forests","Mizoram-Manipur-Kachin rain forests",1,1,1,24.6849545,92.7511682,"India",10.79,3,1
"A1461","Variations in fine root growth during age chronosequence of moist tropical forest following shifting cultivation in Mizoram, northeast India","no DOI (manual)",2017,"TROPICAL ECOLOGY","Singha, D; Tripathi, SK",23.68354139,92.6,"y","n","plot-based or transects",0.001,"Tropical & Subtropical Moist Broadleaf Forests","Mizoram-Manipur-Kachin rain forests",1,1,1,23.7364942,92.6642456,"India",8.81,2,1
"A1480","Functional importance of sacred forest patches in the altered landscape of Palakkad region, Kerala, India","https://doi.org/10.1017/S0266467417000360 ",2017,"JOURNAL OF TROPICAL ECOLOGY","Ray, R; Sreevidya, EA; Ramachandra, TV",10.8642573,76.6239274,"n","unsure","plot-based or transects",0.05,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,13.0140114,77.565762,"India",260.36,3,1
"A1486","Structure, composition and diversity of tree species in tropical moist deciduous forests of Eastern India: a case study of Nayagarh Forest Division, Odisha","https://doi.org/10.1007/s11676-017-0408-5 ",2017,"JOURNAL OF FORESTRY RESEARCH","Sahoo, T; Panda, PC; Acharya, L",20.1100397,84.9705864,"y","y","plot-based or transects",0.06,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,20.2982813,85.8032455,"India",89.48,3,1
"A1491","Patterns of tree-liana interactions: distribution and host preference of lianas in a tropical dry evergreen forest in India","no DOI (manual)",2017,"TROPICAL ECOLOGY","Vivek, P; Parthasarathy, N",10.28,79.83,"y","y","plot-based or transects",0.02,"Deserts & Xeric Shrublands","Godavari-Krishna mangroves",1,1,1,12.0182619,79.8568461,"India",193.52,2,1
"A1505","Impacts of human disturbance in tropical dry forests increase with soil moisture stress","https://doi.org/10.1111/jvs.12547",2017,"JOURNAL OF VEGETATION SCIENCE","Chaturvedi, RK; Raghubanshi, AS; Tomlinson, KW; Singh, JS",24.50027778,83.00027778,"n","n","plot-based or transects",0.045,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,21.9353099,101.24881,"China",1887.15,4,0.5
"A1509","Biomass and carbon stock assessment in two savannahs of Western Ghats, India","https://doi.org/10.6165/tai.2017.62.272",2017,"TAIWANIA","Subashree, K; Sundarapandian, S",8.5,77.3,"n","n","plot-based or transects",0.004,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests",1,1,1,12.0182619,79.8568461,"India",481.46,2,1
"A1523","Effect of traditional management practices on woody species composition and structure in montane subtropical forests of Meghalaya, Northeast India","https://doi.org/10.1007/s11629-016-4145-6",2017,"JOURNAL OF MOUNTAIN SCIENCE","Mir, AH; Upadhaya, K",25.50027778,91.50027778,"y","n","plot-based or transects",0.0015,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,0,1,25.6384419,91.9196949,"India",44.84,2,1
"A1524","Forest protection in Central India: do differences in monitoring by state and local institutions result in diverse social and ecological impacts?","https://doi.org/10.1007/s10531-017-1344-6",2017,"BIODIVERSITY AND CONSERVATION","Agarwal, S; Marathe, A; Ghate, R; Krishnaswamy, J; Nagendra, H",20.52,79.3,"n","n","plot-based or transects",0.141371669411541,"Tropical & Subtropical Dry Broadleaf Forests","Central Deccan Plateau dry deciduous forests",1,0,1,13.3533433,74.7848955,"India",931.27,7,0.857142857142857
"A1528","Vegetation dynamics in Bishrampur collieries of northern Chhattisgarh, India: eco-restoration and management perspectives","https://doi.org/10.1007/s10661-017-6086-0",2017,"ENVIRONMENTAL MONITORING AND ASSESSMENT","Kumar, A; Jhariya, MK; Yadav, DK; Banerjee, A",23.18,82.94,"y","n","plot-based or transects",0.025,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,23.1145687,83.1885839,"India",26.47,4,1
"A1535","Impact of biogas interventions on forest biomass and regeneration in southern India","https://doi.org/10.1016/j.gecco.2017.06.005",2017,"Global Ecology and Conservation","Agarwala, M.; Ghoshal, S.; Verchot, L.; Martius, C.;Ahuja, R.; DeFries, R.",13.43,77.73,"y","n","plot-based or transects",0.044,"Deserts & Xeric Shrublands","Deccan thorn scrub forests",1,1,1,40.8086392,-73.9599574,"United States of America",13331.54,6,0
"A1537","Impacts of selective logging on diversity, species composition and biomass of residual lowland dipterocarp forest in central Western Ghats, India","no DOI (manual)",2017,"TROPICAL ECOLOGY","Jeyakumar, S; Ayyappan, N; Muthuramkumar, S; Rajarathinam, K",12.53,75.65,"n","n","plot-based or transects",0.06,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,11.9415915,79.8083133,"India",457.1,6,1
"A1539","Community structure and species diversity of Pinus merkusii Jungh. & de Vriese forest along an altitudinal gradient in Eastern Himalaya, Arunachal Pradesh, India",NA,2017,"Tropical ecology","Das, Anup Kumar; Singha, Lal Bihari; Khan, Mohammed Latif",27.82,92.5,"n","unsure","plot-based or transects",0.005,"Temperate Conifer Forests","Northeast India-Myanmar pine forests",1,1,1,27.1262059,93.7390674,"India",144.71,3,1
"A1540","Tree species composition, regeneration and diversity of an Indian dry tropical forest protected area","link",2017,"TROPICAL ECOLOGY","Baboo, B; Sagar, R; Bargali, SS; Verma, H",22.166,80.16,"y","n","plot-based or transects",0.012,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,29.3911653,79.4459095,"India",807.47,4,1
"A1541","Successional status, seed dispersal mode and overstorey species influence tree regeneration in tropical rain-forest fragments in Western Ghats, India","https://doi.org/10.1017/S0266467417000219",2017,"JOURNAL OF TROPICAL ECOLOGY","Osuri, AM; Chakravarthy, D; Mudappa, D; Raman, TRS; Ayyappan, N; Muthuramkumar, S; Parthasarathy, N",10.28361111,76.91694444,"y","unsure","plot-based or transects",0.036,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,12.3309526,76.6320163,"India",230.02,7,1
"A1558","Factors influencing biomass and carbon storage potential of different land use systems along an elevational gradient in temperate northwestern Himalaya","https://doi.org/10.1007/s10457-016-9948-5",2017,"AGROFORESTRY SYSTEMS","Rajput, BS; Bhardwaj, DR; Pala, NA",31.96667,77.10111,"n","n","plot-based or transects",0.002,"Temperate Broadleaf & Mixed Forests","Western Himalayan broadleaf forests",1,1,1,26.4035184,89.3850298,"India",1343.62,4,1
"A1578","Optimized grid representation of plant species richness in India-Utility of an existing national database in integrated ecological analysis","https://doi.org/10.1371/journal.pone.0173774",2017,"PLOS ONE","Tripathi, P; Behera, MD; Roy, PS",24.15557,79.203353,"y","n","plot-based or transects",6.2116,"Tropical & Subtropical Dry Broadleaf Forests","Narmada Valley dry deciduous forests",0,0,1,22.4433434,87.3238672,"India",851.7,3,1
"A1604","Sapling harvest: A predominant factor affecting future composition of tropical dry forests","https://doi.org/10.1016/j.foreco.2016.10.026",2017,"FOREST ECOLOGY AND MANAGEMENT","Chaturvedi, RK; Raghubanshi, AS; Singh, JS",24.5,83,"n","n","plot-based or transects",0.045,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,21.9353099,101.24881,"China",1887.17,3,0.666666666666667
"A1607","Assessment of Altitudinal Mediated Changes of CO2 Sequestration by Trees at Pachamalai Reserve Forest, Tamil Nadu, India","https://doi.org/10.1007/978-981-10-3352-0_7",2017,"CARBON UTILIZATION: APPLICATIONS FOR THE ENERGY INDUSTRY","Suganthi, K; Das, KR; Selvaraj, M; Kurinji, S; Goel, M; Govindaraju, M",11.33,78.68,"n","n","plot-based or transects",0.0015,"Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests",1,1,1,10.6822075,78.7427168,"India",72.44,6,1
"A1619","Quantitative Description of Upper Storey Vegetation at a Foothill Forest in Indian Eastern Himalayas","https://doi.org/10.1079/9781780646947.0309",2017,"PLANT BIODIVERSITY: MONITORING, ASSESSMENT AND CONSERVATION","Shukla, G; Pala, NA; Gantait, S; Chakravarty, S",26.55,89.4,"n","n","plot-based or transects",0.0228,"Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests",1,1,1,26.4035184,89.3850298,"India",16.37,4,1
"A1624","EFFECT OF FRAGMENTATION AND ANTHROPOGENIC DISTURBANCES ON FLORISTIC COMPOSITION AND STRUCTURE OF SUBTROPICAL BROAD LEAVED HUMID FOREST IN MEGHALAYA, NORTHEAST INDIA","https://doi.org/10.15666/aeer/1504_385407",2017,"APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH","Pao, NT; Upadhaya, K",25.3225,92.1425,"unsure","n","plot-based or transects",0.04,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,25.6384419,91.9196949,"India",41.69,2,1
"A1628","Neural network-based modelling for forest biomass assessment","https://doi.org/10.1080/17583004.2017.1357402",2017,"CARBON MANAGEMENT","Nandy, S; Singh, R; Ghosh, S; Watham, T; Kushwaha, SPS; Kumar, AS; Dadhwal, VK",30.1,78.2,"y","n","plot-based or transects",0.0359936784,"Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests",1,1,1,27.5705886,80.0981869,"India",336.95,7,1
"A1650","IMPACT OF THE INVASIVE WEED LANTANA CAMARA (VERBENACEAE) ON BUTTERFLY BEHAVIOUR AND HABITAT USE IN A TROPICAL FOREST IN INDIA","https://doi.org/10.18473/lepi.70i4.a9 ",2016,"JOURNAL OF THE LEPIDOPTERISTS SOCIETY","Jambhekar, RM; Isvaran, K",11.9876451,77.15953,"y","n","plot-based or transects",0.0054,"Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests",1,1,1,13.0140114,77.565762,"India",122.49,3,1
"A1651","Regeneration status of tree species and survival of their seedlings in Kedarnath Wildlife Sanctuary and its adjoining areas in Western Himalaya, India","no DOI (manual)",2016,"TROPICAL ECOLOGY","Malik, ZA; Bhatt, AB",30.7534,79.0645,"y","n","plot-based or transects",0.002,"Montane Grasslands & Shrublands","Western Himalayan alpine shrub and meadows",1,1,1,34.027349,74.7173058,"India",547.44,3,1
"A1652","Quantitative assessment of aboveground carbon dynamics in temperate forest of Shimla district","https://www.researchgate.net/publication/311985537_Quantitative_assessment_of_aboveground_carbon_dynamics_in",2016,"TROPICAL ECOLOGY","Palchowdhuri, Y; Vyas, A; Kushwaha, D; Roy, A; Roy, PS",31.39452,77.7740239,"y","n","plot-based or transects",0.0136,"Temperate Broadleaf & Mixed Forests","Western Himalayan broadleaf forests",1,0,1,30.3407597,78.0440265,"India",120.11,6,1
"A1657","Forest Type, Diversity and Biomass Estimation in Tropical Forests of Western Ghat of Maharashtra Using Geospatial Techniques","https://doi.org/10.1007/s11842-016-9337-y",2016,"SMALL-SCALE FORESTRY","Das, S; Singh, TP",20.42495,85.6043,"y","n","plot-based or transects",0.1607445,"Tropical & Subtropical Moist Broadleaf Forests","Orissa semi-evergreen forests",1,1,1,18.533385,73.833643,"India",1252.81,2,1
"A1661","Variation of biomass and carbon pool with NDVI and altitude in sub-tropical forests of northwestern Himalaya","https://doi.org/10.1007/s10661-016-5626-3 ",2016,"ENVIRONMENTAL MONITORING AND ASSESSMENT","Bhardwaj, DR; Banday, M; Pala, NA; Rajput, BS",30.557942,77.2991955,"y","n","plot-based or transects",0.059989464,"Deserts & Xeric Shrublands","Aravalli west thorn scrub forests",1,1,1,31.2194893,76.9815877,"India",79.65,4,1
